generation,pop,opt,phen
200102,32,3,-0.630922
200102,32,3,1.35393
200102,32,3,2.30624
200102,32,3,-0.966672
200102,32,3,0.997854
200102,32,3,-1.43573
200102,32,3,-1.85974
200102,32,3,-0.625063
200102,32,3,0.0237879
200102,32,3,-1.60718
200102,32,3,-0.847229
200102,32,3,-0.175517
200102,32,3,-0.198378
200102,32,3,0.577909
200102,32,3,-1.32967
200102,32,3,2.23611
200102,32,3,2.01524
200102,32,3,-0.630922
200102,32,3,2.1317
200102,32,3,-1.00699
200102,32,3,-3.03281
200102,32,3,0.67419
200102,32,3,-0.91704
200102,32,3,1.18279
200102,32,3,1.08799
200102,32,3,-0.091121
200102,32,3,-0.291978
200102,32,3,0.160552
200102,32,3,0.832262
200102,32,3,-0.987171
200102,32,3,-2.12082
200102,32,3,-1.45684
200102,32,3,2.52322
200102,32,3,1.14315
200102,32,3,2.28137
200102,32,3,1.69761
200102,32,3,1.35393
200102,32,3,1.40563
200102,33,0,1.99038
200102,33,0,-0.7459
200102,33,0,3.3654
200102,33,0,2.29276
200102,33,0,-0.382903
200102,33,0,1.09285
200102,33,0,-0.650906
200102,33,0,-3.03281
200102,33,0,1.3788
200102,33,0,-0.082588
200102,33,0,-0.0258434
200102,33,0,3.11851
200102,33,0,1.34055
200102,33,0,1.99038
200102,33,0,-1.02342
200102,33,0,0.454399
200102,33,0,1.60163
200102,33,0,-0.302379
200102,33,0,1.42009
200102,33,0,-0.358135
200102,33,0,-0.953285
200102,33,0,0.437968
200102,33,0,-0.333272
200102,33,0,1.39523
200102,33,0,0.196797
200102,33,0,0.811458
200102,33,0,0.82186
200102,33,0,0.392801
200102,33,0,2.21124
200102,33,0,4.2564
200102,33,0,0.481935
200102,33,0,1.73385
200102,33,0,2.62387
200102,33,0,0
200102,33,0,-0.343673
200102,33,0,1.16754
200102,33,0,-0.241674
200102,33,0,3.30409
200102,33,0,1.34055
200102,33,0,2.28137
200102,33,0,0.553857
200102,33,0,2.28137
200102,33,0,1.62779
200102,33,0,0.513638
200102,33,0,1.1387
200102,33,0,1.2838
200102,33,0,-0.775717
200102,33,0,-0.0258434
200102,33,0,2.09041
200102,33,0,-0.639524
200102,33,0,1.3788
200102,33,0,-0.333272
200102,33,0,2.21124
200102,33,0,1.72247
200102,33,0,1.42009
200102,33,0,0.795027
200102,33,0,-0.162131
200102,33,0,0.434095
200102,33,0,5.08884
200102,33,0,2.21124
200102,33,0,-0.983197
200102,33,0,2.86117
200102,33,0,1.04273
200102,33,0,1.17892
200102,33,0,3.42008
200102,33,0,2.22263
200102,33,0,2.18638
200102,33,0,1.72247
200102,33,0,1.11286
200102,33,0,-1.21437
200102,33,0,2.25641
200102,33,0,2.49263
200102,33,0,2.28137
200102,33,0,2.49263
200102,33,0,-0.0258434
200102,33,0,0.542475
200102,33,0,1.09741
200102,33,0,0.226709
200102,33,0,3.42008
200102,33,0,0.836321
200102,33,0,1.72247
200102,33,0,0.240095
200102,33,0,1.09285
200102,33,0,3.32508
200102,33,0,-0.46451
200102,33,0,1.16249
200102,33,0,3.63133
200102,33,0,4.01523
200102,33,0,3.63133
200102,33,0,0.756778
200102,33,0,-0.382903
200102,33,0,2.00386
200102,33,0,1.688
200102,33,0,2.23155
200102,33,0,1.12424
200102,33,0,2.49263
200102,33,0,-0.704606
200102,33,0,0.488775
200102,33,0,-0.938154
200102,33,0,1.34055
200102,34,3,4.78647
200102,34,3,3.1177
200102,34,3,0.785615
200102,34,3,1.16249
200102,34,3,2.21124
200102,34,3,1.78755
200102,34,3,2.22768
200102,34,3,2.46777
200102,34,3,1.37375
200102,34,3,-0.302379
200102,34,3,1.16754
200102,34,3,-0.115984
200102,34,3,1.68118
200102,34,3,-0.0209903
200102,34,3,0.0104018
200102,34,3,-0.982122
200102,34,3,1.34055
200102,34,3,0.201846
200102,34,3,4.55878
200102,34,3,1.04273
200102,34,3,1.3788
200102,34,3,3.44494
200102,34,3,-0.328223
200102,34,3,0.513638
200102,34,3,1.16754
200102,34,3,2.79501
200102,34,3,1.68118
200102,34,3,-2.94674
200102,34,3,0.57872
200102,34,3,0
200102,34,3,1.64293
200102,34,3,3.90885
200102,34,3,1.3788
200102,34,3,0.451354
200102,34,3,-0.609612
200102,34,3,2.27633
200102,34,3,1.90886
200102,34,3,0.583769
200102,34,3,3.45632
200102,34,3,0.82186
200102,34,3,0.835246
200102,34,3,-1.23467
200102,34,3,0.901403
200102,34,3,1.05611
200102,34,3,-0.0258434
200102,34,3,0.795027
200102,34,3,1.1387
200102,34,3,2.90139
200102,34,3,-1.21922
200102,34,3,-0.926453
200102,34,3,0.805429
200102,34,3,1.16754
200102,34,3,0.680049
200102,34,3,0.447481
200102,34,3,-0.958334
200102,34,3,1.72247
200102,34,3,4.69173
200102,34,3,0.810478
200102,34,3,0.346471
200102,34,3,1.89945
200102,34,3,0.211258
200102,34,3,3.97501
200102,34,3,3.42008
200102,34,3,2.59901
200102,34,3,0.0237879
200102,34,3,3.42008
200102,34,3,-0.911991
200102,34,3,0.785615
200102,34,3,0.542475
200102,34,3,2.30624
200102,34,3,0.529089
200102,34,3,1.12424
200102,34,3,2.40756
200102,34,3,2.23611
200102,34,3,3.1177
200102,34,3,0.562778
200102,34,3,-0.333272
200102,34,3,2.18133
200102,34,3,3.1177
200102,34,3,1.68118
200102,34,3,0.542475
200102,34,3,1.96056
200102,34,3,2.28137
200102,34,3,0.472344
200102,34,3,-0.439647
200102,34,3,2.79501
200102,34,3,1.16249
200102,34,3,-0.609612
200102,34,3,1.11286
200102,34,3,1.90886
200102,34,3,-2.05574
200102,34,3,1.3788
200102,34,3,-0.0258434
200102,34,3,0.0104018
200102,34,3,1.16249
200102,34,3,3.97501
200102,34,3,3.67263
200102,34,3,3.60647
200102,34,3,2.00386
200102,34,3,-0.646053
200102,35,1,1.68118
200102,35,1,2.00386
200102,35,1,2.52089
200102,35,1,1.34031
200102,35,1,2.28137
200102,35,1,0.785615
200102,35,1,2.86117
200102,35,1,4.23153
200102,35,1,3.42008
200102,35,1,4.57016
200102,35,1,0.185415
200102,35,1,0.453418
200102,35,1,0.291791
200102,35,1,-0.0959741
200102,35,1,0.191274
200102,35,1,-1.5501
200102,35,1,0.865158
200102,35,1,1.09741
200102,35,1,1.68456
200102,35,1,-0.604759
200102,35,1,3.1177
200102,35,1,0.583769
200102,35,1,-0.0805235
200102,35,1,0.281389
200102,35,1,-0.0622843
200102,35,1,1.09741
200102,35,1,0.281389
200102,35,1,1.32412
200102,35,1,2.00386
200102,35,1,-1.16474
200102,35,1,2.22669
200102,35,1,1.09285
200102,35,1,0.488775
200102,35,1,1.65631
200102,35,1,-0.343673
200102,35,1,1.01786
200102,35,1,1.11286
200102,35,1,1.16754
200102,35,1,2.30624
200102,35,1,-0.625063
200102,35,1,2.24749
200102,35,1,1.72247
200102,35,1,1.72247
200102,35,1,-0.650906
200102,35,1,2.86117
200102,35,1,0.865158
200102,35,1,2.00386
200102,35,1,1.72247
200102,35,1,0.865158
200102,35,1,0.454743
200102,35,1,1.34055
200102,35,1,3.44494
200102,35,1,2.47925
200102,35,1,1.11286
200102,35,1,1.16754
200102,35,1,2.59901
200102,35,1,0.281389
200102,35,1,-0.650906
200102,35,1,-0.0258434
200102,35,1,-0.650906
200102,35,1,1.16754
200102,35,1,-0.614661
200102,35,1,0.865158
200102,35,1,2.30624
200102,35,1,-0.438667
200102,35,1,0.226709
200102,35,1,1.70148
200102,35,1,-2.06878
200102,35,1,0.281389
200102,35,1,1.18279
200102,35,1,-0.343673
200102,35,1,1.29925
200102,35,1,0.583769
200102,35,1,1.16754
200102,35,1,0.198216
200102,35,1,0
200102,35,1,0.509079
200102,35,1,3.42008
200102,35,1,2.83631
200102,35,1,-0.316841
200102,35,1,2.83631
200102,35,1,0.583769
200102,35,1,1.09741
200102,35,1,2.30624
200102,35,1,0.492648
200102,35,1,-0.041294
200102,35,1,-0.7459
200102,35,1,1.3788
200102,35,1,0.583769
200102,35,1,1.34055
200102,35,1,0.483235
200102,35,1,0.472344
200102,35,1,0.281389
200102,35,1,1.72247
200102,35,1,1.60163
200102,35,1,0
200102,35,1,-0.911991
200102,35,1,2.32149
200102,35,1,2.00386
200102,35,1,1.39018
200102,36,-1,1.66779
200102,36,-1,4.23153
200102,36,-1,1.40705
200102,36,-1,0.487795
200102,36,-1,0.901403
200102,36,-1,-0.343673
200102,36,-1,0.160552
200102,36,-1,0.865158
200102,36,-1,3.42008
200102,36,-1,-1.27597
200102,36,-1,0.770164
200102,36,-1,-0.0105885
200102,36,-1,0.583769
200102,36,-1,-0.650906
200102,36,-1,1.12566
200102,36,-1,0.462932
200102,36,-1,3.3654
200102,36,-1,1.42009
200102,36,-1,1.05611
200102,36,-1,0.454743
200102,36,-1,1.09741
200102,36,-1,-0.278592
200102,36,-1,0.542475
200102,36,-1,-0.316841
200102,36,-1,0.529089
200102,36,-1,2.79501
200102,36,-1,0.583769
200102,36,-1,1.20378
200102,36,-1,0
200102,36,-1,0.570727
200102,36,-1,0.447481
200102,36,-1,-0.356715
200102,36,-1,0.462932
200102,36,-1,1.16754
200102,36,-1,-0.0258434
200102,36,-1,1.42009
200102,36,-1,-0.0258434
200102,36,-1,1.0595
200102,36,-1,-1.25566
200102,36,-1,1.16754
200102,36,-1,-0.968736
200102,36,-1,0.823279
200102,36,-1,1.42009
200102,36,-1,-0.953285
200102,36,-1,-0.0340323
200102,36,-1,1.61443
200102,36,-1,-2.4232
200102,36,-1,1.39523
200102,36,-1,0.281389
200102,36,-1,2.00386
200102,36,-1,-0.650906
200102,36,-1,-0.609612
200102,36,-1,1.69761
200102,36,-1,-0.953285
200102,36,-1,-0.013042
200102,36,-1,1.08799
200102,36,-1,-0.384967
200102,36,-1,1.68118
200102,36,-1,-0.927442
200102,36,-1,-2.387
200102,36,-1,0.0773795
200102,36,-1,-0.082588
200102,36,-1,-0.423216
200102,36,-1,-3.04826
200102,36,-1,0.24184
200102,36,-1,0.836321
200102,36,-1,0.0650819
200102,36,-1,-0.120837
200102,36,-1,0.467785
200102,36,-1,3.42008
200102,36,-1,0.281389
200102,36,-1,3.12356
200102,36,-1,-0.625063
200102,36,-1,-2.204
200102,36,-1,1.05611
200102,36,-1,-0.0258434
200102,36,-1,1.2838
200102,36,-1,-1.81603
200102,36,-1,1.09741
200102,36,-1,0.542475
200102,36,-1,0.542475
200102,36,-1,-0.328223
200102,36,-1,1.09741
200102,36,-1,-0.315421
200102,36,-1,-1.5525
200102,36,-1,2.49849
200102,36,-1,-0.079543
200102,36,-1,-0.105386
200102,36,-1,1.11286
200102,36,-1,0.583769
200102,36,-1,1.60163
200102,36,-1,2.30624
200102,36,-1,-0.0258434
200102,36,-1,0.459302
200102,36,-1,-0.646053
200102,36,-1,-0.328223
200102,36,-1,-0.911991
200102,36,-1,0.186396
200102,36,-1,0.542475
200102,36,-1,-0.650906
200102,37,-1,0.160552
200102,37,-1,3.39521
200102,37,-1,-0.278592
200102,37,-1,3.39521
200102,37,-1,1.16754
200102,37,-1,1.86757
200102,37,-1,0.487795
200102,37,-1,-0.630602
200102,37,-1,-1.44613
200102,37,-1,1.16754
200102,37,-1,2.79501
200102,37,-1,1.09741
200102,37,-1,-1.04828
200102,37,-1,-0.407766
200102,37,-1,0.488775
200102,37,-1,-0.082588
200102,37,-1,1.64293
200102,37,-1,1.70148
200102,37,-1,0.87654
200102,37,-1,-0.013042
200102,37,-1,-0.105386
200102,37,-1,1.89945
200102,37,-1,-0.111246
200102,37,-1,-0.328223
200102,37,-1,1.16168
200102,37,-1,-0.328223
200102,37,-1,1.16168
200102,37,-1,-0.377044
200102,37,-1,-0.0258434
200102,37,-1,1.16754
200102,37,-1,-0.398354
200102,37,-1,1.16754
200102,37,-1,-0.082588
200102,37,-1,1.69761
200102,37,-1,-0.0805235
200102,37,-1,1.72247
200102,37,-1,-1.23467
200102,37,-1,1.99219
200102,37,-1,1.56132
200102,37,-1,-1.5216
200102,37,-1,-0.650906
200102,37,-1,-0.953285
200102,37,-1,2.00386
200102,37,-1,1.16754
200102,37,-1,1.38465
200102,37,-1,1.65631
200102,37,-1,1.07254
200102,37,-1,2.00386
200102,37,-1,0.865158
200102,37,-1,2.53979
200102,37,-1,-0.0144611
200102,37,-1,0.134124
200102,37,-1,1.35393
200102,37,-1,3.41422
200102,37,-1,0.201846
200102,37,-1,3.09283
200102,37,-1,-0.328223
200102,37,-1,-0.313092
200102,37,-1,-2.77173
200102,37,-1,1.12424
200102,37,-1,1.2838
200102,37,-1,-1.28935
200102,37,-1,2.28137
200102,37,-1,0.865158
200102,37,-1,0.838995
200102,37,-1,-1.57835
200102,37,-1,-0.041294
200102,37,-1,0.816337
200102,37,-1,-0.622654
200102,37,-1,1.12357
200102,37,-1,0.268347
200102,37,-1,1.16754
200102,37,-1,-0.0258434
200102,37,-1,-0.650906
200102,37,-1,0.281389
200102,37,-1,-1.81118
200102,37,-1,0.785615
200102,37,-1,2.28137
200102,37,-1,2.75676
200102,37,-1,1.16754
200102,37,-1,0.583769
200102,37,-1,1.11286
200102,37,-1,0.240095
200102,37,-1,0.529089
200102,37,-1,2.00972
200102,37,-1,1.979
200102,37,-1,0.542475
200102,37,-1,0.240095
200102,37,-1,1.16754
200102,37,-1,2.00386
200102,37,-1,0.865158
200102,37,-1,0.785615
200102,37,-1,-0.343673
200102,37,-1,1.92432
200102,37,-1,0.240095
200102,37,-1,1.979
200102,37,-1,0.542475
200102,37,-1,1.16754
200102,37,-1,1.67662
200102,37,-1,-0.650906
200102,38,-1,2.77015
200102,38,-1,1.38218
200102,38,-1,1.64293
200102,38,-1,0.542475
200102,38,-1,2.00972
200102,38,-1,-1.21437
200102,38,-1,2.17334
200102,38,-1,-1.80465
200102,38,-1,0.462932
200102,38,-1,-0.141827
200102,38,-1,-1.89799
200102,38,-1,-0.659095
200102,38,-1,1.1008
200102,38,-1,0.467785
200102,38,-1,1.59707
200102,38,-1,0.753733
200102,38,-1,-0.328223
200102,38,-1,-0.911991
200102,38,-1,-1.5216
200102,38,-1,1.07254
200102,38,-1,0.865158
200102,38,-1,-0.0209903
200102,38,-1,-1.28597
200102,38,-1,2.81144
200102,38,-1,-1.92648
200102,38,-1,1.39523
200102,38,-1,-1.27112
200102,38,-1,-0.646053
200102,38,-1,0.865158
200102,38,-1,-1.84429
200102,38,-1,-0.911991
200102,38,-1,-0.61922
200102,38,-1,-0.041294
200102,38,-1,0.240095
200102,38,-1,-1.83943
200102,38,-1,1.979
200102,38,-1,-1.00699
200102,38,-1,0.487795
200102,38,-1,-0.120837
200102,38,-1,0.475733
200102,38,-1,-0.423216
200102,38,-1,0.240095
200102,38,-1,0.865158
200102,38,-1,-1.53705
200102,38,-1,-0.041294
200102,38,-1,1.979
200102,38,-1,0.648851
200102,38,-1,-0.684302
200102,38,-1,0.240095
200102,38,-1,-0.0258434
200102,38,-1,0.583769
200102,38,-1,2.21512
200102,38,-1,-0.953285
200102,38,-1,-0.0258434
200102,38,-1,-1.81623
200102,38,-1,-0.689155
200102,38,-1,-3.23632
200102,38,-1,2.20183
200102,38,-1,-1.34271
200102,38,-1,0.281389
200102,38,-1,-0.054336
200102,38,-1,0.487795
200102,38,-1,-2.13386
200102,38,-1,-0.953285
200102,38,-1,-1.57835
200102,38,-1,1.3788
200102,38,-1,-0.0622843
200102,38,-1,-1.35066
200102,38,-1,1.07981
200102,38,-1,1.16754
200102,38,-1,0.583769
200102,38,-1,-0.911991
200102,38,-1,-3.03281
200102,38,-1,0.240095
200102,38,-1,-0.609612
200102,38,-1,0.198216
200102,38,-1,-1.02003
200102,38,-1,0.583769
200102,38,-1,0.240095
200102,38,-1,0.583769
200102,38,-1,-0.650906
200102,38,-1,-2.4411
200102,38,-1,-0.0258434
200102,38,-1,2.81144
200102,38,-1,0.240095
200102,38,-1,-0.100533
200102,38,-1,0.281389
200102,38,-1,0.504226
200102,38,-1,-0.911991
200102,38,-1,-0.630602
200102,38,-1,1.61806
200102,38,-1,-0.316841
200102,38,-1,-0.092585
200102,38,-1,-0.650906
200102,38,-1,2.49849
200102,38,-1,-0.968736
200102,38,-1,0.532867
200102,38,-1,0.562778
200102,38,-1,1.86757
200102,38,-1,-0.692785
200102,39,-1,-0.0209903
200102,39,-1,2.49602
200102,39,-1,1.67662
200102,39,-1,-2.42806
200102,39,-1,1.979
200102,39,-1,0.268347
200102,39,-1,0.503985
200102,39,-1,-0.622654
200102,39,-1,-0.885412
200102,39,-1,-2.74348
200102,39,-1,-0.0258434
200102,39,-1,1.69761
200102,39,-1,0.785615
200102,39,-1,2.30624
200102,39,-1,-0.343673
200102,39,-1,-2.43624
200102,39,-1,1.16754
200102,39,-1,-0.650906
200102,39,-1,-0.0258434
200102,39,-1,1.72247
200102,39,-1,-1.24772
200102,39,-1,0.160552
200102,39,-1,1.35393
200102,39,-1,1.27439
200102,39,-1,0.583769
200102,39,-1,1.884
200102,39,-1,-2.3998
200102,39,-1,-0.953285
200102,39,-1,1.1008
200102,39,-1,1.17892
200102,39,-1,1.61806
200102,39,-1,-3.52325
200102,39,-1,1.1008
200102,39,-1,1.979
200102,39,-1,0.781985
200102,39,-1,0.72887
200102,39,-1,-1.16474
200102,39,-1,0.281389
200102,39,-1,-1.5088
200102,39,-1,-0.477897
200102,39,-1,-2.11841
200102,39,-1,1.08799
200102,39,-1,-0.343673
200102,39,-1,1.39523
200102,39,-1,0.281389
200102,39,-1,0.865158
200102,39,-1,-0.302379
200102,39,-1,-0.87261
200102,39,-1,1.09285
200102,39,-1,-0.639524
200102,39,-1,-0.0340323
200102,39,-1,0.279729
200102,39,-1,-0.356715
200102,39,-1,0.836321
200102,39,-1,-0.609612
200102,39,-1,1.979
200102,39,-1,-0.0258434
200102,39,-1,0.583769
200102,39,-1,1.16754
200102,39,-1,3.42008
200102,39,-1,1.6467
200102,39,-1,0.770164
200102,39,-1,0.462932
200102,39,-1,0.160552
200102,39,-1,-0.079543
200102,39,-1,-1.23467
200102,39,-1,-1.1283
200102,39,-1,-1.24428
200102,39,-1,3.39124
200102,39,-1,-0.0340323
200102,39,-1,-1.49576
200102,39,-1,-1.53705
200102,39,-1,0.517763
200102,39,-1,2.28137
200102,39,-1,1.35393
200102,39,-1,-0.54453
200102,39,-1,3.0227
200102,39,-1,2.28137
200102,39,-1,-0.328223
200102,39,-1,1.15793
200102,39,-1,0.87654
200102,39,-1,0.0520399
200102,39,-1,0.0440916
200102,39,-1,-0.332291
200102,39,-1,0.201846
200102,39,-1,1.19412
200102,39,-1,-1.53705
200102,39,-1,0.504226
200102,39,-1,0.240095
200102,39,-1,-0.0340323
200102,39,-1,0.517027
200102,39,-1,-1.53705
200102,39,-1,0.201846
200102,39,-1,0.562778
200102,39,-1,0.785615
200102,39,-1,0.256678
200102,39,-1,0.529089
200102,39,-1,1.17892
200102,39,-1,-0.834108
200102,39,-1,-0.911991
200102,40,-1,1.40705
200102,40,-1,0.865158
200102,40,-1,0.268347
200102,40,-1,-1.53705
200102,40,-1,2.00386
200102,40,-1,-0.394964
200102,40,-1,-0.394964
200102,40,-1,1.08799
200102,40,-1,-0.358135
200102,40,-1,1.1008
200102,40,-1,-1.44093
200102,40,-1,1.35393
200102,40,-1,1.35393
200102,40,-1,2.18638
200102,40,-1,0.504226
200102,40,-1,-0.575771
200102,40,-1,-2.43624
200102,40,-1,1.92432
200102,40,-1,1.67662
200102,40,-1,2.52089
200102,40,-1,-0.328223
200102,40,-1,0.542475
200102,40,-1,0.240095
200102,40,-1,-0.0209903
200102,40,-1,-1.82398
200102,40,-1,-0.925033
200102,40,-1,1.22095
200102,40,-1,-1.21922
200102,40,-1,1.40156
200102,40,-1,0.346471
200102,40,-1,1.13488
200102,40,-1,2.63064
200102,40,-1,0.281389
200102,40,-1,0.785615
200102,40,-1,2.00386
200102,40,-1,-1.85248
200102,40,-1,0.240095
200102,40,-1,-0.578179
200102,40,-1,0.416494
200102,40,-1,-1.24772
200102,40,-1,0.835246
200102,40,-1,1.08799
200102,40,-1,0.240095
200102,40,-1,2.87653
200102,40,-1,-1.53705
200102,40,-1,1.60502
200102,40,-1,0.266675
200102,40,-1,2.00386
200102,40,-1,1.979
200102,40,-1,0.919989
200102,40,-1,-0.650906
200102,40,-1,-0.925033
200102,40,-1,-1.77435
200102,40,-1,2.93302
200102,40,-1,0.346471
200102,40,-1,-2.43624
200102,40,-1,0.542475
200102,40,-1,1.5168
200102,40,-1,1.38077
200102,40,-1,0.812194
200102,40,-1,-0.407766
200102,40,-1,1.43726
200102,40,-1,0.240095
200102,40,-1,0.462932
200102,40,-1,1.979
200102,40,-1,2.28137
200102,40,-1,0.000736356
200102,40,-1,-0.315421
200102,40,-1,2.93302
200102,40,-1,1.08799
200102,40,-1,-1.44372
200102,40,-1,-1.16439
200102,40,-1,2.6555
200102,40,-1,-0.30502
200102,40,-1,0.240095
200102,40,-1,1.1008
200102,40,-1,-0.659095
200102,40,-1,-0.394964
200102,40,-1,1.16754
200102,40,-1,-0.328223
200102,40,-1,2.28137
200102,40,-1,-2.08045
200102,40,-1,0.160552
200102,40,-1,-0.0258434
200102,40,-1,-0.630602
200102,40,-1,-0.120837
200102,40,-1,-0.0340323
200102,40,-1,1.8944
200102,40,-1,-0.113575
200102,40,-1,0.891737
200102,40,-1,-0.384967
200102,40,-1,0.553857
200102,40,-1,-0.567582
200102,40,-1,-1.21603
200102,40,-1,-0.0208386
200102,40,-1,0.02104
200102,40,-1,-0.407766
200102,40,-1,2.57415
200102,40,-1,0.240095
200102,40,-1,-0.983197
200102,41,-1,1.46031
200102,41,-1,-1.16959
200102,41,-1,-1.57835
200102,41,-1,0.268347
200102,41,-1,-0.84691
200102,41,-1,1.68456
200102,41,-1,0.462932
200102,41,-1,1.979
200102,41,-1,-1.5216
200102,41,-1,-0.356715
200102,41,-1,-2.33472
200102,41,-1,1.16754
200102,41,-1,1.67662
200102,41,-1,-0.925033
200102,41,-1,1.35393
200102,41,-1,0.491184
200102,41,-1,1.70943
200102,41,-1,1.08799
200102,41,-1,0.268347
200102,41,-1,0.648851
200102,41,-1,1.03503
200102,41,-1,-0.013042
200102,41,-1,0.268347
200102,41,-1,-2.05574
200102,41,-1,2.49602
200102,41,-1,-1.20642
200102,41,-1,-0.622654
200102,41,-1,1.08633
200102,41,-1,2.11474
200102,41,-1,0.215384
200102,41,-1,2.46777
200102,41,-1,1.21442
200102,41,-1,-0.584692
200102,41,-1,-0.569241
200102,41,-1,-0.328463
200102,41,-1,-0.0258434
200102,41,-1,1.16754
200102,41,-1,2.34925
200102,41,-1,0.160552
200102,41,-1,1.60163
200102,41,-1,0.597306
200102,41,-1,1.0595
200102,41,-1,3.74448
200102,41,-1,1.38218
200102,41,-1,0.582109
200102,41,-1,2.84529
200102,41,-1,2.82326
200102,41,-1,2.30795
200102,41,-1,-2.74348
200102,41,-1,-0.926453
200102,41,-1,3.09283
200102,41,-1,0.785615
200102,41,-1,-1.27112
200102,41,-1,2.20183
200102,41,-1,1.59344
200102,41,-1,-1.22741
200102,41,-1,-0.120837
200102,41,-1,-0.105386
200102,41,-1,-0.0258434
200102,41,-1,-1.16439
200102,41,-1,2.63064
200102,41,-1,0.522616
200102,41,-1,2.14509
200102,41,-1,-0.328223
200102,41,-1,0.865158
200102,41,-1,0.757122
200102,41,-1,2.7703
200102,41,-1,0.865158
200102,41,-1,-1.28597
200102,41,-1,2.04687
200102,41,-1,-0.622654
200102,41,-1,1.05155
200102,41,-1,-0.394964
200102,41,-1,1.07254
200102,41,-1,2.30795
200102,41,-1,-0.730449
200102,41,-1,-0.0557551
200102,41,-1,0.307969
200102,41,-1,-0.113575
200102,41,-1,0.785615
200102,41,-1,-0.356715
200102,41,-1,-0.120837
200102,41,-1,1.27076
200102,41,-1,0.000736356
200102,41,-1,-1.62964
200102,41,-1,0.570727
200102,41,-1,-1.52184
200102,41,-1,-1.14929
200102,41,-1,-2.74348
200102,41,-1,1.2838
200102,41,-1,-1.49502
200102,41,-1,-0.0340323
200102,41,-1,-0.0797836
200102,41,-1,-0.328223
200102,41,-1,-0.100533
200102,41,-1,-3.03791
200102,41,-1,-1.80323
200102,41,-1,0.964508
200102,41,-1,-0.710386
200102,41,-1,1.03125
200102,42,-7,-3.3555
200102,42,-7,-3.5718
200102,42,-7,-3.5515
200102,42,-7,-3.93927
200102,42,-7,-4.67426
200102,42,-7,-3.5718
200102,42,-7,-2.40775
200102,42,-7,-2.12587
200102,42,-7,-3.93927
200102,42,-7,-3.78326
200102,42,-7,-2.51918
200102,42,-7,-3.26457
200102,42,-7,-4.46381
200102,42,-7,-4.35158
200102,42,-7,-3.5718
200102,42,-7,-4.76033
200102,42,-7,-4.67426
200102,42,-7,-4.45795
200102,42,-7,-5.27902
200102,42,-7,-4.76033
200102,42,-7,-4.45795
200102,42,-7,-2.73043
200102,42,-7,-3.87418
200102,42,-7,-4.97664
200102,42,-7,-3.61658
200102,42,-7,-2.4645
200102,42,-7,-3.07411
200102,42,-7,-4.07019
200102,42,-7,-4.76033
200102,42,-7,-3.3555
200102,42,-7,-4.97664
200102,42,-7,-1.91442
200102,42,-7,-4.76033
200102,42,-7,-3.19949
200102,42,-7,-1.63205
200102,42,-7,-1.89411
200102,42,-7,-4.45795
200102,42,-7,-3.63689
200102,42,-7,-4.13527
200102,42,-7,-3.3555
200102,42,-7,-3.87418
200102,42,-7,-4.35158
200102,42,-7,-4.76033
200102,42,-7,-4.15557
200102,42,-7,-3.31925
200102,42,-7,-1.91442
200102,42,-7,-5.27902
200102,42,-7,-4.45795
200102,42,-7,-2.15073
200102,42,-7,-4.45795
200102,42,-7,-4.76033
200102,42,-7,-3.93927
200102,42,-7,-3.63689
200102,42,-7,-3.63689
200102,42,-7,-4.17656
200102,42,-7,-3.63689
200102,42,-7,-4.45795
200102,42,-7,-4.13527
200102,42,-7,-2.77173
200102,42,-7,-2.46935
200102,42,-7,-3.93927
200102,42,-7,-2.0195
200102,42,-7,-2.12082
200102,42,-7,-4.69525
200102,42,-7,-3.63689
200102,42,-7,-2.46935
200102,42,-7,-1.87312
200102,42,-7,-3.51258
200102,42,-7,-4.24165
200102,42,-7,-4.45795
200102,42,-7,-2.40775
200102,42,-7,-3.94512
200102,42,-7,-4.76033
200102,42,-7,-3.29042
200102,42,-7,-4.17656
200102,42,-7,-3.01182
200102,42,-7,-4.39287
200102,42,-7,-3.65788
200102,42,-7,-3.5718
200102,42,-7,-4.45795
200102,42,-7,-3.93927
200102,42,-7,-4.35158
200102,42,-7,-3.3555
200102,42,-7,-4.45795
200102,42,-7,-4.24165
200102,42,-7,-3.19949
200102,42,-7,-3.65788
200102,42,-7,-3.63689
200102,42,-7,-1.8656
200102,42,-7,-4.15557
200102,42,-7,-3.65788
200102,42,-7,-2.05574
200102,42,-7,-3.24912
200102,42,-7,-3.87418
200102,42,-7,-2.98318
200102,42,-7,-4.67426
200102,42,-7,-4.17656
200102,42,-7,-4.39287
200102,42,-7,-4.15557
200102,42,-7,-2.4232
200102,43,-5,-3.53051
200102,43,-5,-3.01182
200102,43,-5,-2.06913
200102,43,-5,-1.23467
200102,43,-5,-3.63689
200102,43,-5,-2.94189
200102,43,-5,-2.69419
200102,43,-5,-2.73043
200102,43,-5,-3.64275
200102,43,-5,-3.24912
200102,43,-5,-2.09703
200102,43,-5,-1.09966
200102,43,-5,-2.12082
200102,43,-5,0.770164
200102,43,-5,2.25254
200102,43,-5,-2.06913
200102,43,-5,-2.98804
200102,43,-5,-3.01182
200102,43,-5,-3.93927
200102,43,-5,-2.49819
200102,43,-5,-1.8656
200102,43,-5,-2.42806
200102,43,-5,-1.86935
200102,43,-5,-3.63689
200102,43,-5,-3.93927
200102,43,-5,-3.83289
200102,43,-5,-1.30481
